,Player,Rating,mu,sigma,skill99CI,Player Name,Player DOB
77,1991-01-07Michael Walters,"trueskill.Rating(mu=27.264, sigma=5.408)",27.2636683638,5.40839531632,11.0384824148,Michael Walters,1991-01-07
78,1997-02-06Jacob Hopper,"trueskill.Rating(mu=28.418, sigma=7.892)",28.4175883158,7.89177845481,4.74225295132,Jacob Hopper,1997-02-06
79,1981-01-24Ryan OKeefe,"trueskill.Rating(mu=26.514, sigma=4.161)",26.5144628559,4.16132293054,14.0304940643,Ryan OKeefe,1981-01-24
80,1983-11-12Brent Reilly,"trueskill.Rating(mu=19.741, sigma=4.786)",19.7410994657,4.78643855056,5.38178381405,Brent Reilly,1983-11-12
81,1986-02-20Jesse Smith,"trueskill.Rating(mu=24.532, sigma=8.308)",24.5316249217,8.30782213742,-0.391841490588,Jesse Smith,1986-02-20
82,1996-10-27Zaine Cordy,"trueskill.Rating(mu=25.080, sigma=7.907)",25.0799477796,7.90653714453,1.36033634604,Zaine Cordy,1996-10-27
83,1992-02-28Brad Helbig,"trueskill.Rating(mu=21.742, sigma=7.304)",21.741895347,7.3037203006,-0.169265554799,Brad Helbig,1992-02-28
84,1992-01-14Brodie Smith,"trueskill.Rating(mu=30.090, sigma=5.249)",30.0901204056,5.2488657779,14.3435230719,Brodie Smith,1992-01-14
85,1990-04-29Tom McNamara,"trueskill.Rating(mu=25.933, sigma=8.116)",25.9330078854,8.11562136969,1.58614377636,Tom McNamara,1990-04-29
86,1981-08-01Dean Cox,"trueskill.Rating(mu=20.752, sigma=4.180)",20.7515346484,4.17969180231,8.21245924151,Dean Cox,1981-08-01
87,1992-03-20Andrew McInnes,"trueskill.Rating(mu=26.558, sigma=7.424)",26.5582139252,7.42414618801,4.28577536114,Andrew McInnes,1992-03-20
88,1987-12-27Heath Hocking,"trueskill.Rating(mu=28.866, sigma=4.942)",28.8662516377,4.94229357451,14.0393709141,Heath Hocking,1987-12-27
89,1982-09-11Scott Thornton,"trueskill.Rating(mu=19.134, sigma=6.223)",19.1342785647,6.22330006756,0.464378361966,Scott Thornton,1982-09-11
90,1983-03-04Ryan Lonie,"trueskill.Rating(mu=21.904, sigma=7.153)",21.9037438264,7.15343179106,0.443448453202,Ryan Lonie,1983-03-04
91,1983-03-22Ben Kane,"trueskill.Rating(mu=21.810, sigma=7.903)",21.8104652403,7.90327039513,-1.89934594505,Ben Kane,1983-03-22
92,1996-01-23Liam Dawson,"trueskill.Rating(mu=21.568, sigma=7.675)",21.5679993883,7.67453526831,-1.4556064166,Liam Dawson,1996-01-23
93,1987-11-13Martin Clarke,"trueskill.Rating(mu=19.425, sigma=5.982)",19.4253509088,5.98167776151,1.48031762429,Martin Clarke,1987-11-13
94,1994-09-06Josh Prudden,"trueskill.Rating(mu=25.596, sigma=8.109)",25.5959090339,8.10873497451,1.26970411039,Josh Prudden,1994-09-06
95,1986-01-22Henry Slattery,"trueskill.Rating(mu=19.731, sigma=5.543)",19.7313228972,5.54262348631,3.10345243828,Henry Slattery,1986-01-22
96,1988-01-08Terry Milera,"trueskill.Rating(mu=22.691, sigma=7.100)",22.6909363997,7.10030344096,1.39002607684,Terry Milera,1988-01-08
97,1985-05-24Ryan Murphy,"trueskill.Rating(mu=28.250, sigma=6.585)",28.2498404088,6.58546220353,8.49345379826,Ryan Murphy,1985-05-24
98,1989-02-01Steven Browne,"trueskill.Rating(mu=25.069, sigma=7.236)",25.0687552906,7.23584153825,3.36123067583,Steven Browne,1989-02-01
99,1989-04-09Tim McIntyre,"trueskill.Rating(mu=25.092, sigma=8.333)",25.091848605,8.33261788296,0.0939949561541,Tim McIntyre,1989-04-09
100,1995-08-18Jack Billings,"trueskill.Rating(mu=25.617, sigma=6.781)",25.6168442097,6.78116108974,5.27336094045,Jack Billings,1995-08-18
101,1979-07-05Michael Gardiner,"trueskill.Rating(mu=31.797, sigma=6.078)",31.7974320706,6.0782859604,13.5625741894,Michael Gardiner,1979-07-05
102,1978-03-05Jared Crouch,"trueskill.Rating(mu=17.264, sigma=6.325)",17.263525031,6.32534144797,-1.71249931288,Jared Crouch,1978-03-05
103,1995-05-02Jarrad Jansen,"trueskill.Rating(mu=22.314, sigma=8.002)",22.3144180879,8.0019071492,-1.69130335965,Jarrad Jansen,1995-05-02
104,1987-03-23Alan Toovey,"trueskill.Rating(mu=24.987, sigma=4.827)",24.9866692526,4.82745970452,10.504290139,Alan Toovey,1987-03-23
105,1984-02-17Brett Goodes,"trueskill.Rating(mu=18.502, sigma=7.195)",18.501595054,7.19498583586,-3.08336245354,Brett Goodes,1984-02-17
106,1986-10-06Sean Rusling,"trueskill.Rating(mu=27.887, sigma=7.731)",27.8874721589,7.73137348203,4.69335171284,Sean Rusling,1986-10-06
107,1990-03-03Sam Lloyd,"trueskill.Rating(mu=20.062, sigma=6.465)",20.0624781351,6.46467307538,0.668458908969,Sam Lloyd,1990-03-03
108,1981-04-12Paul Wheatley,"trueskill.Rating(mu=26.778, sigma=6.660)",26.7777178055,6.65965934146,6.79873978109,Paul Wheatley,1981-04-12
109,1994-09-11Lachie Plowman,"trueskill.Rating(mu=20.556, sigma=6.864)",20.5564827225,6.86403803003,-0.0356313675454,Lachie Plowman,1994-09-11
110,1980-12-09Roger Hayden,"trueskill.Rating(mu=27.955, sigma=5.460)",27.9549182037,5.46008206802,11.5746719996,Roger Hayden,1980-12-09
111,1980-01-09Dean Solomon,"trueskill.Rating(mu=12.037, sigma=5.950)",12.0369920498,5.94963653305,-5.81191754931,Dean Solomon,1980-01-09
112,1984-05-30Matt Maguire,"trueskill.Rating(mu=31.864, sigma=5.035)",31.8639243439,5.03491079936,16.7591919458,Matt Maguire,1984-05-30
113,1973-05-31Rohan Smith,"trueskill.Rating(mu=26.368, sigma=7.193)",26.3682517649,7.19321362595,4.78861088707,Rohan Smith,1973-05-31
114,1991-09-16Michael Ross,"trueskill.Rating(mu=26.348, sigma=8.220)",26.3476116714,8.21990048731,1.68791020944,Michael Ross,1991-09-16
115,1994-02-23Jaeger OMeara,"trueskill.Rating(mu=34.833, sigma=6.547)",34.8326438197,6.54656311765,15.1929544667,Jaeger OMeara,1994-02-23
116,1989-10-09Jake Spencer,"trueskill.Rating(mu=18.284, sigma=6.925)",18.2844689785,6.92547790875,-2.4919647477,Jake Spencer,1989-10-09
117,1988-10-08John Williams,"trueskill.Rating(mu=24.367, sigma=8.286)",24.3665981554,8.28610699172,-0.491722819785,John Williams,1988-10-08
118,1979-09-26Cameron Mooney,"trueskill.Rating(mu=26.747, sigma=5.429)",26.7466422658,5.4294059424,10.4584244386,Cameron Mooney,1979-09-26
119,1996-02-03Jake Long,"trueskill.Rating(mu=27.152, sigma=8.196)",27.1519237663,8.19631890784,2.56296704276,Jake Long,1996-02-03
120,1996-09-08Billy Stretch,"trueskill.Rating(mu=27.808, sigma=7.250)",27.8081020801,7.25038875658,6.05693581037,Billy Stretch,1996-09-08
121,1988-08-28Wade Thompson,"trueskill.Rating(mu=26.403, sigma=8.246)",26.4031018252,8.24626749241,1.66429934802,Wade Thompson,1988-08-28
122,1981-04-05Ben Johnson,"trueskill.Rating(mu=26.242, sigma=5.272)",26.2416216097,5.27205111856,10.4254682541,Ben Johnson,1981-04-05
123,1981-01-26Mark McVeigh,"trueskill.Rating(mu=23.498, sigma=5.336)",23.4978744683,5.33620532973,7.48925847912,Mark McVeigh,1981-01-26
124,1993-07-22Marley Williams,"trueskill.Rating(mu=21.350, sigma=6.163)",21.349535585,6.16322481029,2.85986115418,Marley Williams,1993-07-22
125,1995-04-03Jayden Hunt,"trueskill.Rating(mu=29.725, sigma=7.452)",29.7245275028,7.45207379113,7.36830612944,Jayden Hunt,1995-04-03
126,1994-12-20Sam Colquhoun,"trueskill.Rating(mu=21.979, sigma=7.502)",21.9785993409,7.50204643819,-0.527539973697,Sam Colquhoun,1994-12-20
127,1992-09-20Jarrad Irons,"trueskill.Rating(mu=24.655, sigma=8.302)",24.6552674873,8.30158870059,-0.249498614511,Jarrad Irons,1992-09-20
128,1990-03-13Leigh Osborne,"trueskill.Rating(mu=23.641, sigma=8.253)",23.6408122171,8.25266161337,-1.11717262296,Leigh Osborne,1990-03-13
129,1990-11-19Ciaran Sheehan,"trueskill.Rating(mu=25.189, sigma=8.103)",25.1886316207,8.10252995932,0.881041742744,Ciaran Sheehan,1990-11-19
130,1986-03-30Beau Waters,"trueskill.Rating(mu=31.014, sigma=5.063)",31.0136278132,5.06258271968,15.8258796541,Beau Waters,1986-03-30
131,1988-06-17Simon White,"trueskill.Rating(mu=27.093, sigma=5.865)",27.0929524557,5.86468894946,9.49888560736,Simon White,1988-06-17
132,1994-10-11Mitch McGovern,"trueskill.Rating(mu=24.998, sigma=7.444)",24.9982034488,7.44371654168,2.66705382374,Mitch McGovern,1994-10-11
133,1991-05-25Mark Hutchings,"trueskill.Rating(mu=26.837, sigma=6.121)",26.836679226,6.12066770414,8.47467611361,Mark Hutchings,1991-05-25
134,1973-02-04James Hird,"trueskill.Rating(mu=26.801, sigma=7.066)",26.8009406611,7.06568802687,5.60387658049,James Hird,1973-02-04
135,1988-06-22Jackson Sheringham,"trueskill.Rating(mu=23.461, sigma=7.479)",23.4607157427,7.47899590997,1.02372801281,Jackson Sheringham,1988-06-22
136,1990-11-29Aaron Black,"trueskill.Rating(mu=27.104, sigma=6.048)",27.1043022708,6.04791910722,8.96054494916,Aaron Black,1990-11-29
137,1983-12-04Jimmy Bartel,"trueskill.Rating(mu=32.469, sigma=4.082)",32.4687281211,4.08204522714,20.2225924397,Jimmy Bartel,1983-12-04
138,1994-02-02Jed Anderson,"trueskill.Rating(mu=21.001, sigma=7.330)",21.0008305821,7.32979222149,-0.988546082365,Jed Anderson,1994-02-02
139,1994-05-29Jake Neade,"trueskill.Rating(mu=32.844, sigma=6.153)",32.843555175,6.15306964131,14.3843462511,Jake Neade,1994-05-29
140,1982-06-02Robert Campbell,"trueskill.Rating(mu=25.124, sigma=5.467)",25.1241391538,5.46693213595,8.72334274595,Robert Campbell,1982-06-02
141,1992-02-13Jake Batchelor,"trueskill.Rating(mu=30.061, sigma=5.527)",30.061405052,5.5274928152,13.4789266064,Jake Batchelor,1992-02-13
142,1989-07-06Jarrad Grant,"trueskill.Rating(mu=27.759, sigma=5.439)",27.7588491746,5.43856063597,11.4431672667,Jarrad Grant,1989-07-06
143,1994-04-13Jack Viney,"trueskill.Rating(mu=23.797, sigma=5.977)",23.7966411504,5.97716089455,5.86515846679,Jack Viney,1994-04-13
144,1993-02-27Jackson Merrett,"trueskill.Rating(mu=27.274, sigma=6.374)",27.2737174382,6.37352242462,8.15315016435,Jackson Merrett,1993-02-27
145,1983-12-29James Kelly,"trueskill.Rating(mu=30.109, sigma=4.299)",30.1093101043,4.2985358798,17.2137024649,James Kelly,1983-12-29
146,1988-07-07Sharrod Wellingham,"trueskill.Rating(mu=32.782, sigma=4.710)",32.7816001475,4.7103805316,18.6504585527,Sharrod Wellingham,1988-07-07
147,1990-04-27Keegan Brooksby,"trueskill.Rating(mu=19.817, sigma=7.816)",19.8166498749,7.81570809915,-3.63047442253,Keegan Brooksby,1990-04-27
148,1994-03-07Dom Barry,"trueskill.Rating(mu=23.238, sigma=8.185)",23.2375466162,8.18511267666,-1.3177914138,Dom Barry,1994-03-07
149,1991-11-02Tom Campbell,"trueskill.Rating(mu=19.797, sigma=6.840)",19.7972038037,6.84025235769,-0.723553269406,Tom Campbell,1991-11-02
150,1997-02-03Charlie Curnow,"trueskill.Rating(mu=24.508, sigma=8.030)",24.5080356503,8.03004376401,0.417904358246,Charlie Curnow,1997-02-03
151,1995-02-09Luke McDonald,"trueskill.Rating(mu=30.455, sigma=6.274)",30.4553551025,6.27385241361,11.6337978617,Luke McDonald,1995-02-09
152,1982-08-25Nick Gill,"trueskill.Rating(mu=24.584, sigma=7.642)",24.5838232182,7.6418442647,1.6582904241,Nick Gill,1982-08-25
153,1976-06-28Clint Bizzell,"trueskill.Rating(mu=25.275, sigma=7.746)",25.2749387807,7.74565199511,2.03798279536,Clint Bizzell,1976-06-28
154,1988-02-09Jarrad Oakley-Nicholls,"trueskill.Rating(mu=24.535, sigma=7.650)",24.5352815545,7.64990571998,1.58556439452,Jarrad Oakley-Nicholls,1988-02-09
155,1995-04-27Jack Leslie,"trueskill.Rating(mu=23.236, sigma=8.185)",23.2357566993,8.18549341942,-1.32072355896,Jack Leslie,1995-04-27
156,1980-10-20Nathan Carroll,"trueskill.Rating(mu=26.161, sigma=5.908)",26.1612623872,5.9075914873,8.43848792533,Nathan Carroll,1980-10-20
157,1996-07-13Tom Papley,"trueskill.Rating(mu=28.506, sigma=7.516)",28.5062168728,7.51638219092,5.95707030006,Tom Papley,1996-07-13
158,1988-07-25David Mackay,"trueskill.Rating(mu=33.202, sigma=4.667)",33.2024381875,4.66739255625,19.2002605187,David Mackay,1988-07-25
159,1992-04-23Jamie Cripps,"trueskill.Rating(mu=22.404, sigma=5.285)",22.404268003,5.28504341545,6.54913775667,Jamie Cripps,1992-04-23
160,1991-02-24Dan Hannebery,"trueskill.Rating(mu=31.932, sigma=4.508)",31.9321579174,4.50761785481,18.409304353,Dan Hannebery,1991-02-24
161,1993-10-19Matt Buntine,"trueskill.Rating(mu=30.675, sigma=6.733)",30.6747557562,6.73299600595,10.4757677383,Matt Buntine,1993-10-19
162,1993-05-20Devon Smith,"trueskill.Rating(mu=22.639, sigma=5.746)",22.6394244473,5.74562004072,5.40256432517,Devon Smith,1993-05-20
163,1987-10-07Dylan Addison,"trueskill.Rating(mu=29.821, sigma=5.468)",29.8207849781,5.46815173355,13.4163297774,Dylan Addison,1987-10-07
164,1978-08-26Jess Sinclair,"trueskill.Rating(mu=24.299, sigma=6.283)",24.2987276746,6.28303866567,5.44961167758,Jess Sinclair,1978-08-26
165,1988-06-20Josh Kennedy,"trueskill.Rating(mu=30.182, sigma=4.298)",30.1823647366,4.29815483035,17.2879002456,Josh Kennedy,1988-06-20
166,1990-10-27Zac OBrien,"trueskill.Rating(mu=24.509, sigma=7.606)",24.5090099602,7.60609110033,1.69073665921,Zac OBrien,1990-10-27
167,1992-12-19Tom Fields,"trueskill.Rating(mu=24.024, sigma=8.235)",24.024303288,8.23467574554,-0.679723948649,Tom Fields,1992-12-19
168,1990-11-09Aaron Hall,"trueskill.Rating(mu=30.505, sigma=5.757)",30.50510275,5.7565625874,13.2354149878,Aaron Hall,1990-11-09
169,1988-04-24Peter Faulks,"trueskill.Rating(mu=23.287, sigma=8.200)",23.2871445811,8.20003601103,-1.31296345202,Peter Faulks,1988-04-24
170,1984-05-17Tom Lonergan,"trueskill.Rating(mu=28.555, sigma=4.596)",28.5547947934,4.59585065017,14.7672428429,Tom Lonergan,1984-05-17
171,1993-02-22Josh Bootsma,"trueskill.Rating(mu=21.442, sigma=7.741)",21.4421173819,7.74113018955,-1.78127318671,Josh Bootsma,1993-02-22
172,1992-10-07Jayden Pitt,"trueskill.Rating(mu=23.179, sigma=7.753)",23.1786399303,7.75281773709,-0.0798132809257,Jayden Pitt,1992-10-07
173,1981-01-08Michael Rix,"trueskill.Rating(mu=25.810, sigma=6.803)",25.8104299094,6.80295896136,5.40155302526,Michael Rix,1981-01-08
174,1977-05-19Leo Barry,"trueskill.Rating(mu=31.830, sigma=5.679)",31.8303333725,5.67910504047,14.793018251,Leo Barry,1977-05-19
175,1984-07-21Callum Urch,"trueskill.Rating(mu=28.016, sigma=8.185)",28.0159504717,8.18528328002,3.46010063165,Callum Urch,1984-07-21
176,1991-03-14Mason Cox,"trueskill.Rating(mu=25.541, sigma=7.620)",25.5410371679,7.61977574607,2.68170992964,Mason Cox,1991-03-14
